RegionID,RegionType,RegionName,Latitude,Longitude
221,County,Lake County,42.3689363,-87.8271534
2482,County,Plymouth County,42.776665,-96.15269850000001
2063,County,Volusia County,29.0279842,-81.0754657
1241,County,Morris County,40.8336038,-74.54632819999999
2312,County,Guilford County,36.0899873,-79.8296743
146,County,Dane County,43.0186073,-89.5497632
1396,County,Sonoma County,38.5779555,-122.9888319
2033,County,Spokane County,47.65869300000001,-117.4225481
2511,County,Richmond County,33.3205339,-82.08429009999999
2465,County,Onondaga County,43.026819,-76.17837390000001
669,County,Pasco County,28.3232418,-82.4319405
1746,County,Hampden County,42.1172314,-72.6624209
2983,County,Montgomery County,39.1547426,-77.2405153
2934,County,Greenville County,34.9297484,-82.34518899999999
2896,County,Burlington County,39.8558488,-74.6868815
1442,County,Tulare County,36.1341739,-118.8596804
616,County,Lucas County,41.6894388,-83.3789389
353,County,Adams County,39.8398269,-104.1930918
3266,County,East Baton Rouge Parish,30.5693593,-91.09693999999999
3286,County,Virginia Beach City,36.8516437,-75.97921939999999
343,County,York County,34.9871367,-81.2518833
2743,County,Jefferson Parish,29.6498691,-90.11206960000001
215,County,Knox County,35.9874629,-83.9419784
287,County,Polk County,27.8617347,-81.6911559
1721,County,Genesee County,43.0777289,-83.67739279999999
448,County,Clark County,36.0795613,-115.094045
3229,County,Santa Barbara County,34.4208305,-119.6981901
2538,County,Seminole County,28.7131688,-81.20781640000001
3081,County,Williamson County,30.7591685,-97.69822719999999
1485,County,Washoe County,40.5608387,-119.6035495
2444,County,Monterey County,36.3136201,-121.3541631
1395,County,Solano County,38.3104969,-121.9017954
1208,County,Mobile County,30.6082227,-88.24611829999999
385,County,Berks County,40.3451566,-75.9927652
1585,County,Cameron County,26.1284971,-97.5247243
3247,County,Prince William County,38.7838939,-77.6077865
3166,County,Hillsborough County,27.9903597,-82.3017728
971,County,Dakota County,44.731554,-93.17796589999999
66,County,Ada County,43.478767,-116.2420304
2596,County,Waukesha County,43.0072599,-88.32393090000001
2507,County,Richland County,34.0412165,-80.9428911
1981,County,Pulaski County,34.75386150000001,-92.2236667
2528,County,Sarasota County,27.1995986,-82.34518899999999
2661,County,Clackamas County,45.2023855,-122.1188945
685,County,Pinal County,32.8162061,-111.2845025
730,County,Stark County,40.8684676,-81.2518833
1290,County,Orange County,33.7174708,-117.8311428
904,County,Butler County,39.440463,-84.5222189
1201,County,Mercer County,40.3028533,-74.7337069
3200,County,Westmoreland County,40.2353963,-79.4703885
3223,County,Saint Charles County,38.7338885,-90.8294002
367,County,Allen County,41.0932622,-85.02334599999999
231,County,Lane County,43.9610092,-122.6618227
1712,County,Forsyth County,34.2358502,-84.14351359999999
2897,County,Charleston County,32.7956561,-79.7848422
1146,County,Lehigh County,40.6519679,-75.5742467
1325,County,Placer County,39.0915751,-120.8039474
2869,County,Washtenaw County,42.3076493,-83.8473015
1953,County,Orleans Parish,29.95106579999999,-90.0715323
1272,County,Nueces County,27.7693351,-97.4814163
2323,County,Hamilton County,39.2355447,-84.56414699999999
1894,County,Madison County,38.9041402,-89.9253233
1161,County,Marion County,29.2787765,-82.12783999999999
373,County,Anoka County,45.3292832,-93.2197005
2552,County,Somerset County,40.5292099,-74.64004320000001
1916,County,Manatee County,27.4799195,-82.34518899999999
1638,County,Collier County,26.069985,-81.42789839999999
1893,County,Luzerne County,41.1404353,-75.9927652
2912,County,Cumberland County,34.9542604,-78.74762079999999
3269,County,Saint Louis City,38.6270025,-90.19940419999999
3158,County,Chesterfield County,37.3673217,-77.6077865
1171,County,Marion County,29.2787765,-82.12783999999999
2151,County,Brazoria County,29.2131857,-95.4777811
1887,County,Loudoun County,39.076767,-77.6536125
2515,County,Rockland County,41.1489458,-73.98300290000002
98,County,Bell County,31.134411,-97.5247243
1922,County,McHenry County,42.3039993,-88.4016041
1771,County,Henrico County,37.5059332,-77.3324425
470,County,Davis County,40.9628845,-112.0953297
823,County,Albany County,42.6525793,-73.7562317
1150,County,Lorain County,41.4116881,-82.12783999999999
1849,County,Larimer County,40.6955572,-105.5943388
3112,County,Northampton County,40.7749283,-75.294569
2259,County,Escambia County,30.6389408,-87.3413599
2255,County,Dutchess County,41.7784372,-73.7477857
219,County,Lake County,42.3689363,-87.8271534
1701,County,Fayette County,33.4502206,-84.4802606
2877,County,Winnebago County,44.0126679,-88.7108964
3013,County,Rockingham County,36.4335041,-79.8296743
1549,County,Boulder County,40.1512114,-105.5005483
2616,County,Anchorage Borough,61.2175758,-149.8996785
2702,County,Galveston County,29.37634989999999,-94.8520636
2929,County,Gloucester County,39.7103023,-75.1078332
1101,County,Howard County,39.2873463,-76.964306
1670,County,Douglas County,39.2587106,-104.9388853
2775,County,Lancaster County,40.8471492,-96.663812
3141,County,Spartanburg County,34.860551,-81.9534815
2911,County,Cumberland County,34.9542604,-78.74762079999999
1110,County,Ingham County,42.6468943,-84.3542049
159,County,Erie County,42.9023958,-78.8661589
1891,County,Lubbock County,33.6753624,-101.7979613
3131,County,Saint Lucie County,27.3225563,-80.54384499999999
232,County,Leon County,30.4906177,-84.1857115
1057,County,Greene County,39.697399,-83.8897057
2318,County,Hamilton County,39.2355447,-84.56414699999999
2133,County,Atlantic County,39.5333379,-74.6868815
2987,County,New London County,41.5185189,-72.0468164
3122,County,Saint Clair County,43.016179,-82.6483442
3261,County,San Luis Obispo County,35.3102296,-120.4357631
563,County,Horry County,33.9196567,-78.9288242
1900,County,Madison County,38.9041402,-89.9253233
1957,County,Osceola County,28.1019838,-81.0754657
1650,County,Dauphin County,40.2734277,-76.7336521
999,County,Durham County,36.0221805,-78.9031279
2849,County,Saint Joseph County,41.6228085,-86.3376761
1608,County,Chatham County,35.7211289,-79.17806999999999
1300,County,Ottawa County,42.95302299999999,-86.0937312
3016,County,Rutherford County,35.7724263,-86.3376761
2779,County,Lexington County,33.9309651,-81.2518833
3025,County,Santa Cruz County,37.0453988,-121.9579578
1622,County,Clayton County,33.5571944,-84.375233
1196,County,Merced County,37.2009788,-120.7120023
2668,County,Cleveland County,35.361354,-81.6035062
423,County,Caddo Parish,32.6136798,-93.86553029999999
329,County,Weld County,40.3920718,-104.7158226
625,County,Marin County,38.083403,-122.7633036
2754,County,Jefferson County,39.5800298,-105.2662931
2575,County,Thurston County,46.8645747,-122.7695986
1138,County,Kitsap County,47.6476607,-122.6412583
2761,County,Kalamazoo County,42.2278346,-85.52002399999999
328,County,Webb County,27.8174487,-99.0128926
410,County,Brown County,44.45616740000001,-87.9334803
1509,County,Alachua County,29.6579549,-82.3017728
562,County,Hinds County,32.2648353,-90.37483540000001
1761,County,Harford County,39.5838964,-76.3637285
1503,County,Yakima County,46.543606,-120.7558292
3173,County,Norfolk City,36.8507689,-76.28587259999999
2399,County,Mahoning County,40.9871753,-80.7214417
2156,County,Buncombe County,35.59313770000001,-82.4752757
3061,County,Washington County,44.8896877,-92.8577105
2914,County,Cumberland County,34.9542604,-78.74762079999999
2429,County,McLennan County,31.5182285,-97.179026
1283,County,Oneida County,43.2371798,-75.4344727
3225,County,Saint Tammany Parish,30.4357418,-89.9253233
2699,County,Frederick County,39.3844507,-77.4701972
802,County,Weber County,41.2602635,-111.9522491
225,County,Lake County,42.3689363,-87.8271534
2967,County,Montgomery County,39.1547426,-77.2405153
344,County,York County,34.9871367,-81.2518833
3254,County,Chesapeake City,39.530946,-75.8074367
126,County,Clay County,29.9943564,-81.77870209999999
2770,County,Lafayette Parish,30.2240897,-92.0198427
864,County,Benton County,46.3166362,-119.5021582
418,County,Butte County,39.6253952,-121.5370003
2529,County,Saratoga County,43.0324245,-73.93598209999999
2744,County,Jefferson County,39.5800298,-105.2662931
1946,County,Niagara County,43.3119496,-78.74762079999999
2885,County,Barnstable County,41.69909579999999,-70.32091129999999
2949,County,Lackawanna County,41.4421199,-75.5742467
2188,County,Cherokee County,34.2514526,-84.4802606
1480,County,Warren County,39.4241422,-84.1857115
235,County,Linn County,42.0659844,-91.67606909999999
2112,County,Yavapai County,34.6463981,-112.4291464
2583,County,Trumbull County,41.3064984,-80.7214417
725,County,Smith County,32.3352505,-95.3102505
2252,County,Dona Ana County,32.485767,-106.7234639
3070,County,Washington County,44.8896877,-92.8577105
2619,County,Arlington County,38.8816208,-77.09098089999999
1032,County,Gaston County,35.2895651,-81.20781640000001
3219,County,Richmond City,37.5407246,-77.4360481
553,County,Henry County,33.4347963,-84.14351359999999
1809,County,Jackson County,38.9914998,-94.315422
3048,County,Washington County,44.8896877,-92.8577105
3109,County,New Hanover County,34.2154913,-77.88245959999999
770,County,Union County,34.9338651,-80.54384499999999
2086,County,Whatcom County,48.8787167,-121.9718657
2648,County,Champaign County,40.2138865,-88.24611829999999
340,County,Yolo County,38.7646021,-121.9017954
895,County,Broome County,42.1791865,-75.8533954
2509,County,Richmond County,33.3205339,-82.08429009999999
3129,County,Saint Louis County,38.6103023,-90.4125181
1210,County,Mohave County,35.2143346,-113.7632828
2010,County,Saginaw County,43.4044253,-84.01674229999999
1691,County,Elkhart County,41.6062253,-85.84862360000001
2526,County,Sangamon County,39.7337353,-89.62516459999999
2206,County,Clermont County,39.0928449,-84.1857115
1412,County,Sussex County,38.65308410000001,-75.4344727
341,County,York County,34.9871367,-81.2518833
347,County,Yuma County,32.6527533,-113.9536466
1348,County,Racine County,42.76108199999999,-87.6186379
1381,County,Shelby County,35.1268552,-89.9253233
890,County,Brazos County,30.6504141,-96.3226072
3043,County,Tuscaloosa County,33.3227653,-87.460397
1832,County,Kanawha County,38.2556905,-81.42789839999999
2644,County,Calcasieu Parish,30.2089286,-93.33889169999999
118,County,Clay County,29.9943564,-81.77870209999999
3128,County,Saint Johns County,29.9719419,-81.42789839999999
2955,County,Litchfield County,41.7866294,-73.2765361
2448,County,Muscogee County,32.4794133,-84.8984775
913,County,Canyon County,43.67795810000001,-116.6865435
2122,County,Anderson County,34.5528328,-82.6483442
2333,County,Harrison County,30.432087,-89.0179332
1314,County,Peoria County,40.7156396,-89.77553379999999
1092,County,Hawaii County,19.5429151,-155.6658568
905,County,Butler County,39.440463,-84.5222189
3080,County,Williamson County,30.7591685,-97.69822719999999
1448,County,Ulster County,41.8586493,-74.3118212
1525,County,Baldwin County,30.6010744,-87.77633329999999
2691,County,El Dorado County,38.74263759999999,-120.4357631
2959,County,Livingston County,42.6207951,-83.8473015
2460,County,Okaloosa County,30.57734009999999,-86.6611083
3278,County,Newport News City,37.0870821,-76.4730122
3146,County,Vanderburgh County,38.0806099,-87.5791287
172,County,Hall County,34.30778,-83.804868
2159,County,Cabarrus County,35.4168123,-80.5882803
2023,County,Shawnee County,39.0928449,-95.81428849999999
2141,County,Berkeley County,33.1260618,-80.0087746
1285,County,Onslow County,34.6540094,-77.4701972
1380,County,Shasta County,40.7908864,-121.8474493
2820,County,Outagamie County,44.4636545,-88.4016041
1711,County,Forsyth County,34.2358502,-84.14351359999999
872,County,Benton County,46.3166362,-119.5021582
2354,County,Imperial County,33.0113694,-115.4733554
2249,County,Delaware County,39.907793,-75.3878525
3041,County,Tippecanoe County,40.34697310000001,-86.8220341
2341,County,Hernando County,28.5578826,-82.4752757
1191,County,Medina County,41.080133,-81.9534815
2982,County,Montgomery County,39.1547426,-77.2405153
2449,County,Muskegon County,43.2831969,-86.7416374
860,County,Beaver County,40.6367812,-80.365865
1225,County,Monroe County,43.2841246,-77.7452081
1186,County,McLean County,40.5478429,-88.86469799999999
2805,County,Minnehaha County,43.6631787,-96.83509989999999
2360,County,Johnston County,35.4403514,-78.3842227
67,County,Bay County,30.1805306,-85.684578
283,County,Pitt County,35.5589221,-77.4242972
1595,County,Carroll County,39.5423418,-77.0564464
2878,County,Winnebago County,44.0126679,-88.7108964
1862,County,Licking County,40.1460895,-82.4752757
1837,County,Kenosha County,42.5663156,-87.658113
202,County,Kent County,43.0097027,-85.52002399999999
2800,County,Middlesex County,40.4111363,-74.35874729999999
706,County,Scott County,44.6834072,-93.54079089999999
1330,County,Porter County,41.5248577,-87.10237459999999
3123,County,Saint Clair County,43.016179,-82.6483442
2242,County,Davidson County,35.7748479,-80.1875065
395,County,Boone County,38.9940572,-84.7315563
199,County,Kent County,43.0097027,-85.52002399999999
2138,County,Beaufort County,32.2860396,-80.7214417
1061,County,Greene County,39.697399,-83.8897057
1975,County,Portage County,44.4735957,-89.4742177
983,County,DeSoto County,34.9065453,-89.9626799
1407,County,Sumner County,36.4718084,-86.49965460000001
308,County,Rock County,42.6251506,-89.0179332
1802,County,Jackson County,38.9914998,-94.315422
365,County,Aiken County,33.6005783,-81.6035062
2650,County,Charlotte County,26.8946009,-81.909826
1133,County,Kenton County,38.9863872,-84.56414699999999
1789,County,Iredell County,35.8054819,-80.8759103
3004,County,Rensselaer County,42.673664,-73.55941279999999
1337,County,Pueblo County,38.2528534,-104.4723301
704,County,Sarpy County,41.0744042,-96.19513200000002
2714,County,Hampshire County,42.3471357,-72.6624209
2679,County,Deschutes County,43.83251,-121.2616541
2881,County,Wyandotte County,39.0986811,-94.7691586
178,County,Hays County,30.0537607,-98.0028892
2913,County,Cumberland County,34.9542604,-78.74762079999999
2569,County,Sullivan County,41.6897493,-74.7805192
1544,County,Berrien County,42.0320742,-86.7416374
2901,County,Chittenden County,44.3959289,-72.9962431
101,County,Bibb County,32.7865735,-83.7199136
250,County,Maui County,20.7983626,-156.3319253
3137,County,Schenectady County,42.8493445,-73.98300290000002
1604,County,Catawba County,35.6840748,-81.2518833
930,County,Centre County,40.8765649,-77.8367282
2824,County,Penobscot County,45.3230777,-68.5806727
2468,County,Ouachita Parish,32.4271852,-92.2236667
580,County,Kings County,36.0988489,-119.8815203
2054,County,Tolland County,41.8418987,-72.37846789999999
1220,County,Monroe County,43.2841246,-77.7452081
3026,County,Santa Rosa County,30.7689907,-86.9824288
2117,County,Alamance County,36.0117388,-79.4253776
1827,County,Johnson County,38.845412,-94.8520636
1156,County,Madera County,37.251926,-119.6962677
2037,County,Stearns County,45.5844792,-94.5865603
113,County,Cass County,47.2144536,-94.2309171
2289,County,Franklin County,40.0154745,-82.99316069999999
498,County,Ellis County,32.2619765,-96.83509989999999
1413,County,Sussex County,38.65308410000001,-75.4344727
3028,County,Schuylkill County,40.6873058,-76.17837390000001
3149,County,Yellowstone County,45.78565769999999,-108.4343805
3119,County,Rock Island County,41.39982089999999,-90.563609
3059,County,Washington County,44.8896877,-92.8577105
251,County,Mesa County,38.9585381,-108.6175626
1607,County,Charles County,38.5221781,-77.10249019999999
2799,County,Merrimack County,43.2844846,-71.6673352
1176,County,Martin County,27.0804935,-80.4103957
2695,County,Fairfield County,39.830506,-82.6483442
2722,County,Hendricks County,39.8064942,-86.5400674
1951,County,Olmsted County,43.995179,-92.38136209999999
2527,County,Santa Fe County,35.3653705,-105.9699878
1582,County,Cambria County,40.4894231,-78.74762079999999
2470,County,Paulding County,33.9142037,-84.8984775
2495,County,Randolph County,35.7449531,-79.8296743
1351,County,Rankin County,32.2653668,-89.9253233
938,County,Citrus County,28.8848842,-82.5185837
78,County,Lee County,26.6630286,-81.9534815
3253,County,Alexandria City,38.8048355,-77.0469214
1782,County,Houston County,32.4219655,-83.63484299999999
1805,County,Jackson County,38.9914998,-94.315422
1821,County,Johnson County,38.845412,-94.8520636
2368,County,Kootenai County,47.7568407,-116.6222056
701,County,Rowan County,35.6303455,-80.54384499999999
446,County,Clark County,36.0795613,-115.094045
3074,County,Washington County,44.8896877,-92.8577105
3168,County,Indian River County,27.6947732,-80.54384499999999
1218,County,Monroe County,43.2841246,-77.7452081
3164,County,Hampton City,37.0298687,-76.34522179999999
494,County,Ector County,31.8246483,-102.5298028
2266,County,Florence County,33.9828684,-79.6502105
1930,County,Midland County,43.57509779999999,-84.3542049
1703,County,Fayette County,33.4502206,-84.4802606
2923,County,Dorchester County,33.1680383,-80.54384499999999
255,County,Napa County,38.5024689,-122.2653887
1575,County,Calhoun County,42.2073905,-85.02334599999999
2572,County,Tazewell County,40.5522078,-89.4742177
2900,County,Chautauqua County,42.2312829,-79.560344
2351,County,Humboldt County,40.7450055,-123.8695086
2207,County,Coconino County,35.6647545,-111.4752851
2001,County,Robeson County,34.6383858,-79.1096901
2401,County,Marathon County,44.850452,-89.8505012
1289,County,Orange County,33.7174708,-117.8311428
1854,County,Lebanon County,40.3666686,-76.5025742
1671,County,Douglas County,39.2587106,-104.9388853
3077,County,Washington County,44.8896877,-92.8577105
1901,County,Madison County,38.9041402,-89.9253233
1992,County,Rapides Parish,31.1461104,-92.539603
2524,County,Sandoval County,35.6020667,-106.7234639
2712,County,Guadalupe County,29.6477307,-97.87216
1423,County,Taylor County,32.2455088,-99.8124935
2095,County,Wichita County,33.9309651,-98.7481167
1634,County,Cochise County,31.82845799999999,-109.949686
2628,County,Berkshire County,42.311782,-73.1821623
2890,County,Black Hawk County,42.447804,-92.38136209999999
1819,County,Johnson County,38.845412,-94.8520636
2519,County,San Juan County,36.3882439,-108.2377519
711,County,Scott County,44.6834072,-93.54079089999999
2556,County,Stafford County,38.4334566,-77.4242972
2729,County,Hunterdon County,40.56695149999999,-74.92087719999999
2958,County,Livingston Parish,30.4340146,-90.6773046
960,County,Coweta County,33.3716708,-84.7315563
387,County,Blair County,40.4531318,-78.3842227
3071,County,Washington County,44.8896877,-92.8577105
2844,County,Sebastian County,35.2260397,-94.315422
335,County,Wood County,44.4747774,-90.0746767
1500,County,Wright County,45.1538202,-94.01909429999999
2506,County,Richland County,34.0412165,-80.9428911
2221,County,Comanche County,34.6612778,-98.3964938
2213,County,Columbia County,33.5098514,-82.25832969999999
2851,County,Strafford County,43.238329,-71.0236044
884,County,Blount County,35.6710541,-83.8473015
3072,County,Washington County,44.8896877,-92.8577105
794,County,Wayne County,42.2790746,-83.33618799999999
3193,County,Spotsylvania County,38.204165,-77.6077865
2364,County,Kennebec County,44.4499153,-69.7038278
1296,County,Oswego County,43.482533,-76.17837390000001
548,County,Gregg County,32.4892547,-94.8520636
3039,County,Tangipahoa Parish,30.6194521,-90.37483540000001
1333,County,Potter County,35.404373,-101.9804613
1733,County,Grayson County,33.7062406,-96.663812
1991,County,Randall County,34.9020377,-101.7979613
1229,County,Morgan County,40.2989226,-103.7289167
1972,County,Pickens County,34.9046217,-82.6483442
394,County,Boone County,38.9940572,-84.7315563
1569,County,Calhoun County,42.2073905,-85.02334599999999
2097,County,Windham County,41.8275622,-72.0468164
2247,County,Delaware County,39.907793,-75.3878525
1118,County,Jasper County,32.491436,-81.0754657
1548,County,Bossier Parish,32.7551322,-93.66232389999999
1308,County,Parker County,32.7415519,-97.87216
1393,County,Skagit County,48.4241961,-121.7114362
940,County,Clarke County,33.9519347,-83.357567
238,County,Linn County,42.0659844,-91.67606909999999
1203,County,Mercer County,40.3028533,-74.7337069
2748,County,Jefferson County,39.5800298,-105.2662931
2394,County,Lycoming County,41.2720004,-77.10249019999999
2173,County,Canadian County,35.5593784,-98.04651849999999
2845,County,Sheboygan County,43.6895227,-87.6186379
1835,County,Kendall County,41.5507043,-88.4403883
1762,County,Harnett County,35.35786480000001,-78.8835548
2767,County,La Crosse County,43.8617023,-91.13530200000001
797,County,Wayne County,42.2790746,-83.33618799999999
1496,County,Wilson County,35.6925497,-77.88245959999999
2371,County,La Salle County,28.2758921,-99.1013498
1474,County,Warren County,39.4241422,-84.1857115
2363,County,Kankakee County,41.1790977,-87.77633329999999
2260,County,Faulkner County,35.1035858,-92.38136209999999
422,County,Cache County,41.7560026,-111.7614661
3249,County,Saint Lawrence County,44.4473142,-74.930206
3040,County,Terrebonne Parish,29.2299682,-90.7532809
2370,County,La Porte County,41.4775131,-86.8220341
1513,County,Allegan County,42.5709865,-86.3376761
1673,County,Douglas County,39.2587106,-104.9388853
620,County,Macon County,39.8949055,-89.0179332
1590,County,Carroll County,39.5423418,-77.0564464
441,County,Clark County,36.0795613,-115.094045
2855,County,Tom Green County,31.3839017,-100.439656
2434,County,Missoula County,47.0240503,-113.6869923
1889,County,Lowndes County,30.8600022,-83.2934086
1478,County,Warren County,39.4241422,-84.1857115
454,County,Comal County,29.8105572,-98.2212979
1952,County,Ontario County,42.85098379999999,-77.2864879
323,County,Vigo County,39.4165382,-87.42075179999999
2905,County,Columbiana County,40.7902581,-80.7657804
68,County,Bay County,30.1805306,-85.684578
493,County,Eaton County,42.5886496,-84.7733325
3151,County,Androscoggin County,44.19124160000001,-70.17070369999999
1678,County,Douglas County,39.2587106,-104.9388853
1411,County,Sumter County,28.6747526,-82.08429009999999
1253,County,Navajo County,35.4019765,-110.1402594
2640,County,Brunswick County,34.0275398,-78.2020387
2623,County,Ascension Parish,30.2017295,-90.9438468
1362,County,Saline County,38.8174853,-97.69822719999999
2719,County,Henderson County,32.1321367,-95.81428849999999
1697,County,Fayette County,33.4502206,-84.4802606
371,County,Allen County,41.0932622,-85.02334599999999
1079,County,Hardin County,30.364764,-94.315422
1657,County,DeKalb County,33.7956441,-84.2278796
3132,County,Saint Marys County,38.1060259,-76.3637285
1007,County,Etowah County,34.0455341,-86.05296039999999
2892,County,Bonneville County,43.4508683,-111.5455289
2142,County,Berkeley County,33.1260618,-80.0087746
962,County,Craven County,35.0877672,-77.0564464
1833,County,Kaufman County,32.5889211,-96.3089299
2872,County,Whitfield County,34.8033566,-84.981754
641,County,Miami County,40.081473,-84.1857115
1644,County,Cowlitz County,46.1746472,-122.7746902
2592,County,Walworth County,42.6202834,-88.55653099999999
2601,County,Woodbury County,42.3166158,-95.9832577
